year,yearRange,make,model,floorplan,field,currentValue
2027,,thor,pasadena,38DX,propaneGal,
2027,,thor,pasadena,38DX,waterHeaterGal,
2027,,thor,pasadena,38DX,cargoLbs,
2027,,thor,pasadena,38DX,garageLengthFt,
2027,,thor,pasadena,38DX,garageWidthFt,
2027,,thor,pasadena,38DX,garageHeightIn,
2027,,thor,pasadena,38DX,garageCapacityLbs,
2027,,thor,pasadena,38DX,rampPatioLbs,
2027,,thor,pasadena,38DX,fuelStationGal,
2027,,thor,pasadena,38DX,axles,
2027,,thor,pasadena,38DX,tireSize,
2027,,thor,pasadena,38DX,slideouts,
2027,,thor,pasadena,38FX,uvwLbs,
2027,,thor,pasadena,38FX,length,
2027,,thor,pasadena,38FX,exteriorHeightIn,
2027,,thor,pasadena,38FX,exteriorWidthIn,
2027,,thor,pasadena,38FX,interiorHeightIn,
2027,,thor,pasadena,38FX,sleeps,
2027,,thor,pasadena,38FX,dryWeightLbs,
2027,,thor,pasadena,38FX,hitchLbs,
2027,,thor,pasadena,38FX,fuelCapacityGal,
2027,,thor,pasadena,38FX,freshWater,
2027,,thor,pasadena,38FX,grayWater,
2027,,thor,pasadena,38FX,blackWater,
2027,,thor,pasadena,38FX,propaneLbs,
2027,,thor,pasadena,38FX,propaneGal,
2027,,thor,pasadena,38FX,waterHeaterGal,
2027,,thor,pasadena,38FX,cargoLbs,
2027,,thor,pasadena,38FX,garageLengthFt,
2027,,thor,pasadena,38FX,garageWidthFt,
2027,,thor,pasadena,38FX,garageHeightIn,
2027,,thor,pasadena,38FX,garageCapacityLbs,
2027,,thor,pasadena,38FX,rampPatioLbs,
2027,,thor,pasadena,38FX,fuelStationGal,
2027,,thor,pasadena,38FX,axles,
2027,,thor,pasadena,38FX,tireSize,
2027,,thor,pasadena,38FX,slideouts,
2027,,thor,pasadena,38XL,uvwLbs,
2027,,thor,pasadena,38XL,length,
2027,,thor,pasadena,38XL,exteriorHeightIn,
2027,,thor,pasadena,38XL,exteriorWidthIn,
2027,,thor,pasadena,38XL,interiorHeightIn,
2027,,thor,pasadena,38XL,sleeps,
2027,,thor,pasadena,38XL,dryWeightLbs,
2027,,thor,pasadena,38XL,hitchLbs,
2027,,thor,pasadena,38XL,fuelCapacityGal,
2027,,thor,pasadena,38XL,freshWater,
2027,,thor,pasadena,38XL,grayWater,
2027,,thor,pasadena,38XL,blackWater,
2027,,thor,pasadena,38XL,propaneLbs,
2027,,thor,pasadena,38XL,propaneGal,
2027,,thor,pasadena,38XL,waterHeaterGal,
2027,,thor,pasadena,38XL,cargoLbs,
2027,,thor,pasadena,38XL,garageLengthFt,
2027,,thor,pasadena,38XL,garageWidthFt,
2027,,thor,pasadena,38XL,garageHeightIn,
2027,,thor,pasadena,38XL,garageCapacityLbs,
2027,,thor,pasadena,38XL,rampPatioLbs,
2027,,thor,pasadena,38XL,fuelStationGal,
2027,,thor,pasadena,38XL,axles,
2027,,thor,pasadena,38XL,tireSize,
2027,,thor,pasadena,38XL,slideouts,
,2026-2027,thor,quantum,HS31,uvwLbs,
,2026-2027,thor,quantum,HS31,length,
,2026-2027,thor,quantum,HS31,exteriorHeightIn,
,2026-2027,thor,quantum,HS31,exteriorWidthIn,
,2026-2027,thor,quantum,HS31,interiorHeightIn,
,2026-2027,thor,quantum,HS31,sleeps,
,2026-2027,thor,quantum,HS31,dryWeightLbs,
,2026-2027,thor,quantum,HS31,hitchLbs,
,2026-2027,thor,quantum,HS31,fuelCapacityGal,
,2026-2027,thor,quantum,HS31,freshWater,
,2026-2027,thor,quantum,HS31,grayWater,
,2026-2027,thor,quantum,HS31,blackWater,
,2026-2027,thor,quantum,HS31,propaneLbs,
,2026-2027,thor,quantum,HS31,propaneGal,
,2026-2027,thor,quantum,HS31,waterHeaterGal,
,2026-2027,thor,quantum,HS31,cargoLbs,
,2026-2027,thor,quantum,HS31,garageLengthFt,
,2026-2027,thor,quantum,HS31,garageWidthFt,
,2026-2027,thor,quantum,HS31,garageHeightIn,
,2026-2027,thor,quantum,HS31,garageCapacityLbs,
,2026-2027,thor,quantum,HS31,rampPatioLbs,
,2026-2027,thor,quantum,HS31,fuelStationGal,
,2026-2027,thor,quantum,HS31,axles,
,2026-2027,thor,quantum,HS31,tireSize,
,2026-2027,thor,quantum,HS31,slideouts,
,2026-2027,thor,quantum,KW29,uvwLbs,
,2026-2027,thor,quantum,KW29,length,
,2026-2027,thor,quantum,KW29,exteriorHeightIn,
,2026-2027,thor,quantum,KW29,exteriorWidthIn,
,2026-2027,thor,quantum,KW29,interiorHeightIn,
,2026-2027,thor,quantum,KW29,sleeps,
,2026-2027,thor,quantum,KW29,dryWeightLbs,
,2026-2027,thor,quantum,KW29,hitchLbs,
,2026-2027,thor,quantum,KW29,fuelCapacityGal,
,2026-2027,thor,quantum,KW29,freshWater,
,2026-2027,thor,quantum,KW29,grayWater,
,2026-2027,thor,quantum,KW29,blackWater,
,2026-2027,thor,quantum,KW29,propaneLbs,
,2026-2027,thor,quantum,KW29,propaneGal,
,2026-2027,thor,quantum,KW29,waterHeaterGal,
,2026-2027,thor,quantum,KW29,cargoLbs,
,2026-2027,thor,quantum,KW29,garageLengthFt,
,2026-2027,thor,quantum,KW29,garageWidthFt,
,2026-2027,thor,quantum,KW29,garageHeightIn,
,2026-2027,thor,quantum,KW29,garageCapacityLbs,
,2026-2027,thor,quantum,KW29,rampPatioLbs,
,2026-2027,thor,quantum,KW29,fuelStationGal,
,2026-2027,thor,quantum,KW29,axles,
,2026-2027,thor,quantum,KW29,tireSize,
,2026-2027,thor,quantum,KW29,slideouts,
,2026-2027,thor,quantum,LC19,uvwLbs,
,2026-2027,thor,quantum,LC19,length,
,2026-2027,thor,quantum,LC19,exteriorHeightIn,
,2026-2027,thor,quantum,LC19,exteriorWidthIn,
,2026-2027,thor,quantum,LC19,interiorHeightIn,
,2026-2027,thor,quantum,LC19,sleeps,
,2026-2027,thor,quantum,LC19,dryWeightLbs,
,2026-2027,thor,quantum,LC19,hitchLbs,
,2026-2027,thor,quantum,LC19,fuelCapacityGal,
,2026-2027,thor,quantum,LC19,freshWater,
,2026-2027,thor,quantum,LC19,grayWater,
,2026-2027,thor,quantum,LC19,blackWater,
,2026-2027,thor,quantum,LC19,propaneLbs,
,2026-2027,thor,quantum,LC19,propaneGal,
,2026-2027,thor,quantum,LC19,waterHeaterGal,
,2026-2027,thor,quantum,LC19,cargoLbs,
,2026-2027,thor,quantum,LC19,garageLengthFt,
,2026-2027,thor,quantum,LC19,garageWidthFt,
,2026-2027,thor,quantum,LC19,garageHeightIn,
,2026-2027,thor,quantum,LC19,garageCapacityLbs,
,2026-2027,thor,quantum,LC19,rampPatioLbs,
,2026-2027,thor,quantum,LC19,fuelStationGal,
,2026-2027,thor,quantum,LC19,axles,
,2026-2027,thor,quantum,LC19,tireSize,
,2026-2027,thor,quantum,LC19,slideouts,
,2026-2027,thor,quantum,LC28,uvwLbs,
,2026-2027,thor,quantum,LC28,length,
,2026-2027,thor,quantum,LC28,exteriorHeightIn,
,2026-2027,thor,quantum,LC28,exteriorWidthIn,
,2026-2027,thor,quantum,LC28,interiorHeightIn,
,2026-2027,thor,quantum,LC28,sleeps,
,2026-2027,thor,quantum,LC28,dryWeightLbs,
,2026-2027,thor,quantum,LC28,hitchLbs,
,2026-2027,thor,quantum,LC28,fuelCapacityGal,
,2026-2027,thor,quantum,LC28,freshWater,
,2026-2027,thor,quantum,LC28,grayWater,
,2026-2027,thor,quantum,LC28,blackWater,
,2026-2027,thor,quantum,LC28,propaneLbs,
,2026-2027,thor,quantum,LC28,propaneGal,
,2026-2027,thor,quantum,LC28,waterHeaterGal,
,2026-2027,thor,quantum,LC28,cargoLbs,
,2026-2027,thor,quantum,LC28,garageLengthFt,
,2026-2027,thor,quantum,LC28,garageWidthFt,
,2026-2027,thor,quantum,LC28,garageHeightIn,
,2026-2027,thor,quantum,LC28,garageCapacityLbs,
,2026-2027,thor,quantum,LC28,rampPatioLbs,
,2026-2027,thor,quantum,LC28,fuelStationGal,
,2026-2027,thor,quantum,LC28,axles,
,2026-2027,thor,quantum,LC28,tireSize,
,2026-2027,thor,quantum,LC28,slideouts,
,2026-2027,thor,quantum,LF31,uvwLbs,
,2026-2027,thor,quantum,LF31,length,
,2026-2027,thor,quantum,LF31,exteriorHeightIn,
,2026-2027,thor,quantum,LF31,exteriorWidthIn,
,2026-2027,thor,quantum,LF31,interiorHeightIn,
,2026-2027,thor,quantum,LF31,sleeps,
,2026-2027,thor,quantum,LF31,dryWeightLbs,
,2026-2027,thor,quantum,LF31,hitchLbs,
,2026-2027,thor,quantum,LF31,fuelCapacityGal,
,2026-2027,thor,quantum,LF31,freshWater,
,2026-2027,thor,quantum,LF31,grayWater,
,2026-2027,thor,quantum,LF31,blackWater,
,2026-2027,thor,quantum,LF31,propaneLbs,
,2026-2027,thor,quantum,LF31,propaneGal,
,2026-2027,thor,quantum,LF31,waterHeaterGal,
,2026-2027,thor,quantum,LF31,cargoLbs,
,2026-2027,thor,quantum,LF31,garageLengthFt,
,2026-2027,thor,quantum,LF31,garageWidthFt,
,2026-2027,thor,quantum,LF31,garageHeightIn,
,2026-2027,thor,quantum,LF31,garageCapacityLbs,
,2026-2027,thor,quantum,LF31,rampPatioLbs,
,2026-2027,thor,quantum,LF31,fuelStationGal,
,2026-2027,thor,quantum,LF31,axles,
,2026-2027,thor,quantum,LF31,tireSize,
,2026-2027,thor,quantum,LF31,slideouts,
2027,,thor,resonate,29D,uvwLbs,
2027,,thor,resonate,29D,length,
2027,,thor,resonate,29D,exteriorHeightIn,
2027,,thor,resonate,29D,exteriorWidthIn,
2027,,thor,resonate,29D,interiorHeightIn,
2027,,thor,resonate,29D,sleeps,
2027,,thor,resonate,29D,dryWeightLbs,
2027,,thor,resonate,29D,hitchLbs,
2027,,thor,resonate,29D,fuelCapacityGal,
2027,,thor,resonate,29D,freshWater,
2027,,thor,resonate,29D,grayWater,
2027,,thor,resonate,29D,blackWater,
2027,,thor,resonate,29D,propaneLbs,
2027,,thor,resonate,29D,propaneGal,
2027,,thor,resonate,29D,waterHeaterGal,
2027,,thor,resonate,29D,cargoLbs,
2027,,thor,resonate,29D,garageLengthFt,
2027,,thor,resonate,29D,garageWidthFt,
2027,,thor,resonate,29D,garageHeightIn,
2027,,thor,resonate,29D,garageCapacityLbs,
2027,,thor,resonate,29D,rampPatioLbs,
2027,,thor,resonate,29D,fuelStationGal,
2027,,thor,resonate,29D,axles,
2027,,thor,resonate,29D,tireSize,
2027,,thor,resonate,29D,slideouts,
2027,,thor,resonate,29G,uvwLbs,
2027,,thor,resonate,29G,length,
2027,,thor,resonate,29G,exteriorHeightIn,
2027,,thor,resonate,29G,exteriorWidthIn,
2027,,thor,resonate,29G,interiorHeightIn,
2027,,thor,resonate,29G,sleeps,
2027,,thor,resonate,29G,dryWeightLbs,
2027,,thor,resonate,29G,hitchLbs,
2027,,thor,resonate,29G,fuelCapacityGal,
2027,,thor,resonate,29G,freshWater,
2027,,thor,resonate,29G,grayWater,
2027,,thor,resonate,29G,blackWater,
2027,,thor,resonate,29G,propaneLbs,
2027,,thor,resonate,29G,propaneGal,
2027,,thor,resonate,29G,waterHeaterGal,
2027,,thor,resonate,29G,cargoLbs,
2027,,thor,resonate,29G,garageLengthFt,
2027,,thor,resonate,29G,garageWidthFt,
2027,,thor,resonate,29G,garageHeightIn,
2027,,thor,resonate,29G,garageCapacityLbs,
2027,,thor,resonate,29G,rampPatioLbs,
2027,,thor,resonate,29G,fuelStationGal,
2027,,thor,resonate,29G,axles,
2027,,thor,resonate,29G,tireSize,
2027,,thor,resonate,29G,slideouts,
2027,,thor,resonate,30C,uvwLbs,
2027,,thor,resonate,30C,length,
2027,,thor,resonate,30C,exteriorHeightIn,
2027,,thor,resonate,30C,exteriorWidthIn,
2027,,thor,resonate,30C,interiorHeightIn,
2027,,thor,resonate,30C,sleeps,
2027,,thor,resonate,30C,dryWeightLbs,
2027,,thor,resonate,30C,hitchLbs,
2027,,thor,resonate,30C,fuelCapacityGal,
2027,,thor,resonate,30C,freshWater,
2027,,thor,resonate,30C,grayWater,
2027,,thor,resonate,30C,blackWater,
2027,,thor,resonate,30C,propaneLbs,
2027,,thor,resonate,30C,propaneGal,
2027,,thor,resonate,30C,waterHeaterGal,
2027,,thor,resonate,30C,cargoLbs,
2027,,thor,resonate,30C,garageLengthFt,
2027,,thor,resonate,30C,garageWidthFt,
2027,,thor,resonate,30C,garageHeightIn,
2027,,thor,resonate,30C,garageCapacityLbs,
2027,,thor,resonate,30C,rampPatioLbs,
2027,,thor,resonate,30C,fuelStationGal,
2027,,thor,resonate,30C,axles,
2027,,thor,resonate,30C,tireSize,
2027,,thor,resonate,30C,slideouts,
2027,,thor,resonate,32B,uvwLbs,
2027,,thor,resonate,32B,length,
2027,,thor,resonate,32B,exteriorHeightIn,
2027,,thor,resonate,32B,exteriorWidthIn,
2027,,thor,resonate,32B,interiorHeightIn,
2027,,thor,resonate,32B,sleeps,
2027,,thor,resonate,32B,dryWeightLbs,
2027,,thor,resonate,32B,hitchLbs,
2027,,thor,resonate,32B,fuelCapacityGal,
2027,,thor,resonate,32B,freshWater,
2027,,thor,resonate,32B,grayWater,
2027,,thor,resonate,32B,blackWater,
2027,,thor,resonate,32B,propaneLbs,
2027,,thor,resonate,32B,propaneGal,
2027,,thor,resonate,32B,waterHeaterGal,
2027,,thor,resonate,32B,cargoLbs,
2027,,thor,resonate,32B,garageLengthFt,
2027,,thor,resonate,32B,garageWidthFt,
2027,,thor,resonate,32B,garageHeightIn,
2027,,thor,resonate,32B,garageCapacityLbs,
2027,,thor,resonate,32B,rampPatioLbs,
2027,,thor,resonate,32B,fuelStationGal,
2027,,thor,resonate,32B,axles,
2027,,thor,resonate,32B,tireSize,
2027,,thor,resonate,32B,slideouts,
2027,,thor,riviera,34SD,uvwLbs,
2027,,thor,riviera,34SD,length,
2027,,thor,riviera,34SD,exteriorHeightIn,
2027,,thor,riviera,34SD,exteriorWidthIn,
2027,,thor,riviera,34SD,interiorHeightIn,
2027,,thor,riviera,34SD,sleeps,
2027,,thor,riviera,34SD,dryWeightLbs,
2027,,thor,riviera,34SD,hitchLbs,
2027,,thor,riviera,34SD,fuelCapacityGal,
2027,,thor,riviera,34SD,freshWater,
2027,,thor,riviera,34SD,grayWater,
2027,,thor,riviera,34SD,blackWater,
2027,,thor,riviera,34SD,propaneLbs,
2027,,thor,riviera,34SD,propaneGal,
2027,,thor,riviera,34SD,waterHeaterGal,
2027,,thor,riviera,34SD,cargoLbs,
2027,,thor,riviera,34SD,garageLengthFt,
2027,,thor,riviera,34SD,garageWidthFt,
2027,,thor,riviera,34SD,garageHeightIn,
2027,,thor,riviera,34SD,garageCapacityLbs,
2027,,thor,riviera,34SD,rampPatioLbs,
2027,,thor,riviera,34SD,fuelStationGal,
2027,,thor,riviera,34SD,axles,
2027,,thor,riviera,34SD,tireSize,
2027,,thor,riviera,34SD,slideouts,
2027,,thor,riviera,38RB,uvwLbs,
2027,,thor,riviera,38RB,length,
2027,,thor,riviera,38RB,exteriorHeightIn,
2027,,thor,riviera,38RB,exteriorWidthIn,
2027,,thor,riviera,38RB,interiorHeightIn,
2027,,thor,riviera,38RB,sleeps,
2027,,thor,riviera,38RB,dryWeightLbs,
2027,,thor,riviera,38RB,hitchLbs,
2027,,thor,riviera,38RB,fuelCapacityGal,
2027,,thor,riviera,38RB,freshWater,
2027,,thor,riviera,38RB,grayWater,
2027,,thor,riviera,38RB,blackWater,
2027,,thor,riviera,38RB,propaneLbs,
2027,,thor,riviera,38RB,propaneGal,
2027,,thor,riviera,38RB,waterHeaterGal,
2027,,thor,riviera,38RB,cargoLbs,
2027,,thor,riviera,38RB,garageLengthFt,
2027,,thor,riviera,38RB,garageWidthFt,
2027,,thor,riviera,38RB,garageHeightIn,
2027,,thor,riviera,38RB,garageCapacityLbs,
2027,,thor,riviera,38RB,rampPatioLbs,
2027,,thor,riviera,38RB,fuelStationGal,
2027,,thor,riviera,38RB,axles,
2027,,thor,riviera,38RB,tireSize,
2027,,thor,riviera,38RB,slideouts,
2027,,thor,riviera,39BH,uvwLbs,
2027,,thor,riviera,39BH,length,
2027,,thor,riviera,39BH,exteriorHeightIn,
2027,,thor,riviera,39BH,exteriorWidthIn,
2027,,thor,riviera,39BH,interiorHeightIn,
2027,,thor,riviera,39BH,sleeps,
2027,,thor,riviera,39BH,dryWeightLbs,
2027,,thor,riviera,39BH,hitchLbs,
2027,,thor,riviera,39BH,fuelCapacityGal,
2027,,thor,riviera,39BH,freshWater,
2027,,thor,riviera,39BH,grayWater,
2027,,thor,riviera,39BH,blackWater,
2027,,thor,riviera,39BH,propaneLbs,
2027,,thor,riviera,39BH,propaneGal,
2027,,thor,riviera,39BH,waterHeaterGal,
2027,,thor,riviera,39BH,cargoLbs,
2027,,thor,riviera,39BH,garageLengthFt,
2027,,thor,riviera,39BH,garageWidthFt,
2027,,thor,riviera,39BH,garageHeightIn,
2027,,thor,riviera,39BH,garageCapacityLbs,
2027,,thor,riviera,39BH,rampPatioLbs,
2027,,thor,riviera,39BH,fuelStationGal,
2027,,thor,riviera,39BH,axles,
2027,,thor,riviera,39BH,tireSize,
2027,,thor,riviera,39BH,slideouts,
2027,,thor,rize,18M,uvwLbs,
2027,,thor,rize,18M,length,
2027,,thor,rize,18M,exteriorHeightIn,
2027,,thor,rize,18M,exteriorWidthIn,
2027,,thor,rize,18M,interiorHeightIn,
2027,,thor,rize,18M,sleeps,
2027,,thor,rize,18M,dryWeightLbs,
2027,,thor,rize,18M,hitchLbs,
2027,,thor,rize,18M,fuelCapacityGal,
2027,,thor,rize,18M,freshWater,
2027,,thor,rize,18M,grayWater,
2027,,thor,rize,18M,blackWater,
2027,,thor,rize,18M,propaneLbs,
2027,,thor,rize,18M,propaneGal,
2027,,thor,rize,18M,waterHeaterGal,
2027,,thor,rize,18M,cargoLbs,
2027,,thor,rize,18M,garageLengthFt,
2027,,thor,rize,18M,garageWidthFt,
2027,,thor,rize,18M,garageHeightIn,
2027,,thor,rize,18M,garageCapacityLbs,
2027,,thor,rize,18M,rampPatioLbs,
2027,,thor,rize,18M,fuelStationGal,
2027,,thor,rize,18M,axles,
2027,,thor,rize,18M,tireSize,
2027,,thor,rize,18M,slideouts,
2027,,thor,rize,18Z,uvwLbs,
2027,,thor,rize,18Z,length,
2027,,thor,rize,18Z,exteriorHeightIn,
2027,,thor,rize,18Z,exteriorWidthIn,
2027,,thor,rize,18Z,interiorHeightIn,
2027,,thor,rize,18Z,sleeps,
2027,,thor,rize,18Z,dryWeightLbs,
2027,,thor,rize,18Z,hitchLbs,
2027,,thor,rize,18Z,fuelCapacityGal,
2027,,thor,rize,18Z,freshWater,
2027,,thor,rize,18Z,grayWater,
2027,,thor,rize,18Z,blackWater,
2027,,thor,rize,18Z,propaneLbs,
2027,,thor,rize,18Z,propaneGal,
2027,,thor,rize,18Z,waterHeaterGal,
2027,,thor,rize,18Z,cargoLbs,
2027,,thor,rize,18Z,garageLengthFt,
2027,,thor,rize,18Z,garageWidthFt,
2027,,thor,rize,18Z,garageHeightIn,
2027,,thor,rize,18Z,garageCapacityLbs,
2027,,thor,rize,18Z,rampPatioLbs,
2027,,thor,rize,18Z,fuelStationGal,
2027,,thor,rize,18Z,axles,
2027,,thor,rize,18Z,tireSize,
2027,,thor,rize,18Z,slideouts,
2027,,thor,sanctuary,19A,uvwLbs,
2027,,thor,sanctuary,19A,length,
2027,,thor,sanctuary,19A,exteriorHeightIn,
2027,,thor,sanctuary,19A,exteriorWidthIn,
2027,,thor,sanctuary,19A,interiorHeightIn,
2027,,thor,sanctuary,19A,sleeps,
2027,,thor,sanctuary,19A,dryWeightLbs,
2027,,thor,sanctuary,19A,hitchLbs,
2027,,thor,sanctuary,19A,fuelCapacityGal,
2027,,thor,sanctuary,19A,freshWater,
2027,,thor,sanctuary,19A,grayWater,
2027,,thor,sanctuary,19A,blackWater,
2027,,thor,sanctuary,19A,propaneLbs,
2027,,thor,sanctuary,19A,propaneGal,
2027,,thor,sanctuary,19A,waterHeaterGal,
2027,,thor,sanctuary,19A,cargoLbs,
2027,,thor,sanctuary,19A,garageLengthFt,
2027,,thor,sanctuary,19A,garageWidthFt,
2027,,thor,sanctuary,19A,garageHeightIn,
2027,,thor,sanctuary,19A,garageCapacityLbs,
2027,,thor,sanctuary,19A,rampPatioLbs,
2027,,thor,sanctuary,19A,fuelStationGal,
2027,,thor,sanctuary,19A,axles,
2027,,thor,sanctuary,19A,tireSize,
2027,,thor,sanctuary,19A,slideouts,
2027,,thor,sanctuary,19M,uvwLbs,
2027,,thor,sanctuary,19M,length,
2027,,thor,sanctuary,19M,exteriorHeightIn,
2027,,thor,sanctuary,19M,exteriorWidthIn,
2027,,thor,sanctuary,19M,interiorHeightIn,
2027,,thor,sanctuary,19M,sleeps,
2027,,thor,sanctuary,19M,dryWeightLbs,
2027,,thor,sanctuary,19M,hitchLbs,
2027,,thor,sanctuary,19M,fuelCapacityGal,
2027,,thor,sanctuary,19M,freshWater,
2027,,thor,sanctuary,19M,grayWater,
2027,,thor,sanctuary,19M,blackWater,
2027,,thor,sanctuary,19M,propaneLbs,
2027,,thor,sanctuary,19M,propaneGal,
2027,,thor,sanctuary,19M,waterHeaterGal,
2027,,thor,sanctuary,19M,cargoLbs,
2027,,thor,sanctuary,19M,garageLengthFt,
2027,,thor,sanctuary,19M,garageWidthFt,
2027,,thor,sanctuary,19M,garageHeightIn,
2027,,thor,sanctuary,19M,garageCapacityLbs,
2027,,thor,sanctuary,19M,rampPatioLbs,
2027,,thor,sanctuary,19M,fuelStationGal,
2027,,thor,sanctuary,19M,axles,
2027,,thor,sanctuary,19M,tireSize,
2027,,thor,sanctuary,19M,slideouts,
2027,,thor,sanctuary,19P,uvwLbs,
2027,,thor,sanctuary,19P,length,
2027,,thor,sanctuary,19P,exteriorHeightIn,
2027,,thor,sanctuary,19P,exteriorWidthIn,
2027,,thor,sanctuary,19P,interiorHeightIn,
2027,,thor,sanctuary,19P,sleeps,
2027,,thor,sanctuary,19P,dryWeightLbs,
2027,,thor,sanctuary,19P,hitchLbs,
2027,,thor,sanctuary,19P,fuelCapacityGal,
2027,,thor,sanctuary,19P,freshWater,
2027,,thor,sanctuary,19P,grayWater,
2027,,thor,sanctuary,19P,blackWater,
2027,,thor,sanctuary,19P,propaneLbs,
2027,,thor,sanctuary,19P,propaneGal,
2027,,thor,sanctuary,19P,waterHeaterGal,
2027,,thor,sanctuary,19P,cargoLbs,
2027,,thor,sanctuary,19P,garageLengthFt,
2027,,thor,sanctuary,19P,garageWidthFt,
2027,,thor,sanctuary,19P,garageHeightIn,
2027,,thor,sanctuary,19P,garageCapacityLbs,
2027,,thor,sanctuary,19P,rampPatioLbs,
2027,,thor,sanctuary,19P,fuelStationGal,
2027,,thor,sanctuary,19P,axles,
2027,,thor,sanctuary,19P,tireSize,
2027,,thor,sanctuary,19P,slideouts,
2027,,thor,sanctuary,24A,uvwLbs,
2027,,thor,sanctuary,24A,length,
2027,,thor,sanctuary,24A,exteriorHeightIn,
2027,,thor,sanctuary,24A,exteriorWidthIn,
2027,,thor,sanctuary,24A,interiorHeightIn,
2027,,thor,sanctuary,24A,sleeps,
2027,,thor,sanctuary,24A,dryWeightLbs,
2027,,thor,sanctuary,24A,hitchLbs,
2027,,thor,sanctuary,24A,fuelCapacityGal,
2027,,thor,sanctuary,24A,freshWater,
2027,,thor,sanctuary,24A,grayWater,
2027,,thor,sanctuary,24A,blackWater,
2027,,thor,sanctuary,24A,propaneLbs,
2027,,thor,sanctuary,24A,propaneGal,
2027,,thor,sanctuary,24A,waterHeaterGal,
2027,,thor,sanctuary,24A,cargoLbs,
2027,,thor,sanctuary,24A,garageLengthFt,
2027,,thor,sanctuary,24A,garageWidthFt,
2027,,thor,sanctuary,24A,garageHeightIn,
2027,,thor,sanctuary,24A,garageCapacityLbs,
2027,,thor,sanctuary,24A,rampPatioLbs,
2027,,thor,sanctuary,24A,fuelStationGal,
2027,,thor,sanctuary,24A,axles,
2027,,thor,sanctuary,24A,tireSize,
2027,,thor,sanctuary,24A,slideouts,
2027,,thor,scope,18M,uvwLbs,
2027,,thor,scope,18M,length,
2027,,thor,scope,18M,exteriorHeightIn,
2027,,thor,scope,18M,exteriorWidthIn,
2027,,thor,scope,18M,interiorHeightIn,
2027,,thor,scope,18M,sleeps,
2027,,thor,scope,18M,dryWeightLbs,
2027,,thor,scope,18M,hitchLbs,
2027,,thor,scope,18M,fuelCapacityGal,
2027,,thor,scope,18M,freshWater,
2027,,thor,scope,18M,grayWater,
2027,,thor,scope,18M,blackWater,
2027,,thor,scope,18M,propaneLbs,
2027,,thor,scope,18M,propaneGal,
2027,,thor,scope,18M,waterHeaterGal,
2027,,thor,scope,18M,cargoLbs,
2027,,thor,scope,18M,garageLengthFt,
2027,,thor,scope,18M,garageWidthFt,
2027,,thor,scope,18M,garageHeightIn,
2027,,thor,scope,18M,garageCapacityLbs,
2027,,thor,scope,18M,rampPatioLbs,
2027,,thor,scope,18M,fuelStationGal,
2027,,thor,scope,18M,axles,
2027,,thor,scope,18M,tireSize,
2027,,thor,scope,18M,slideouts,
2027,,thor,scope,18Z,uvwLbs,
2027,,thor,scope,18Z,length,
2027,,thor,scope,18Z,exteriorHeightIn,
2027,,thor,scope,18Z,exteriorWidthIn,
2027,,thor,scope,18Z,interiorHeightIn,
2027,,thor,scope,18Z,sleeps,
2027,,thor,scope,18Z,dryWeightLbs,
2027,,thor,scope,18Z,hitchLbs,
2027,,thor,scope,18Z,fuelCapacityGal,
2027,,thor,scope,18Z,freshWater,
2027,,thor,scope,18Z,grayWater,
2027,,thor,scope,18Z,blackWater,
2027,,thor,scope,18Z,propaneLbs,
2027,,thor,scope,18Z,propaneGal,
2027,,thor,scope,18Z,waterHeaterGal,
2027,,thor,scope,18Z,cargoLbs,
2027,,thor,scope,18Z,garageLengthFt,
2027,,thor,scope,18Z,garageWidthFt,
2027,,thor,scope,18Z,garageHeightIn,
2027,,thor,scope,18Z,garageCapacityLbs,
2027,,thor,scope,18Z,rampPatioLbs,
2027,,thor,scope,18Z,fuelStationGal,
2027,,thor,scope,18Z,axles,
2027,,thor,scope,18Z,tireSize,
2027,,thor,scope,18Z,slideouts,
2027,,thor,sequence,20L,uvwLbs,
2027,,thor,sequence,20L,length,
2027,,thor,sequence,20L,exteriorHeightIn,
2027,,thor,sequence,20L,exteriorWidthIn,
2027,,thor,sequence,20L,interiorHeightIn,
2027,,thor,sequence,20L,sleeps,
2027,,thor,sequence,20L,dryWeightLbs,
2027,,thor,sequence,20L,hitchLbs,
2027,,thor,sequence,20L,fuelCapacityGal,
2027,,thor,sequence,20L,freshWater,
2027,,thor,sequence,20L,grayWater,
2027,,thor,sequence,20L,blackWater,
2027,,thor,sequence,20L,propaneLbs,
2027,,thor,sequence,20L,propaneGal,
2027,,thor,sequence,20L,waterHeaterGal,
2027,,thor,sequence,20L,cargoLbs,
2027,,thor,sequence,20L,garageLengthFt,
2027,,thor,sequence,20L,garageWidthFt,
2027,,thor,sequence,20L,garageHeightIn,
2027,,thor,sequence,20L,garageCapacityLbs,
2027,,thor,sequence,20L,rampPatioLbs,
2027,,thor,sequence,20L,fuelStationGal,
2027,,thor,sequence,20L,axles,
2027,,thor,sequence,20L,tireSize,
2027,,thor,sequence,20L,slideouts,
2027,,thor,sequence,20U,uvwLbs,
2027,,thor,sequence,20U,length,
2027,,thor,sequence,20U,exteriorHeightIn,
2027,,thor,sequence,20U,exteriorWidthIn,
2027,,thor,sequence,20U,interiorHeightIn,
2027,,thor,sequence,20U,sleeps,
2027,,thor,sequence,20U,dryWeightLbs,
